"ID","GB_ACC","Name","SPOT_ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1372","H82010","","",-0.59485293625,-0.389338830384615,-3.66908931844343,0.000985047601616139,0.0680339857011471,-0.693040794483679
"1239","T70360","","",-0.9071108791875,-0.2098969705,-3.66727095636866,0.000989813089861003,0.0680339857011471,-0.697206468821709
"14788","AA101980","Hs.135052_ZNF3","",1.350191711375,0.007005465,3.66690740800407,0.000990768551926181,0.0680339857011471,-0.698039247805971
"6435","H66546","Hs.475963_CTDSP","",0.532984972625,0.0249124093846154,3.66575104217943,0.000993813638237151,0.0680339857011471,-0.700687971947048
"6684","T70368","Hs.13155_ITGB","",-0.6942472202,-0.155767063384615,-3.66523132616638,0.000995185185773197,0.0680339857011471,-0.701878333239742
"11238","W92173","Hs.380774_DDX3","",-0.815723923,0.0211614703846154,-3.66013562329489,0.00100873091417961,0.0680339857011471,-0.713546969378916
"7967","H84096","Hs.444314_C18orf1","",-0.8397636183125,0.651526966730769,-3.6594530468514,0.00101055896209906,0.0680339857011471,-0.715109640314463
"5935","R32376","","",1.184391649625,1.01642539576923,3.6561218592701,0.00101952679134538,0.0680339857011471,-0.722734744394361
"17156","AA132089","Hs.223296_FLJ2052","",-0.781540417875,-0.0487578034615385,-3.65406589451412,0.00102510023048025,0.0680339857011471,-0.727439843450523
"13594","AA036919","","",-1.0466453872,0.207960607153846,-3.65282399766561,0.00102848120004993,0.0680339857011471,-0.730281562828321
"4349","T70755","Hs.546271_PCBP","",0.5238422777,-0.0627842191153846,3.65198445762911,0.00103077293052518,0.0680339857011471,-0.732202445155553
"11740","BI666552","Hs.134665_SCHIP","",0.840808342775,0.211539880230769,3.64964333968156,0.00103718987467637,0.0680339857011471,-0.737558278468485
"9276","W85811","Hs.444403_PPP1R12","",-0.531470453666667,0.1627416614,-3.66198293933986,0.00104357010289002,0.0680339857011471,-0.738265939234312
"1398","N56650","","",-1.1566216449375,0.375633431884615,-3.64690797284896,0.00104473670865388,0.0680339857011471,-0.743814763295238
"18047","AA007641","Hs.172587_RAD51L","",-0.574628308825,0.0508101153846154,-3.64659632845727,0.00104559991450177,0.0680339857011471,-0.744527486067084
"2976","","","--BLANK",0.5531781021875,-0.970903886346154,3.64610391705695,0.00104696523150415,0.0680339857011471,-0.745653581716846
"15124","AW580814","Hs.458986_ZNF29","",0.608917835844445,0.381837479625,3.67184452507738,0.00105993452022781,0.0680339857011471,-0.749821275097768
"1102","AA028162","Hs.534852","",0.552841346500001,1.01132014788462,3.64385865031473,0.00105321274268572,0.0680339857011471,-0.750787712534718
"17910","AA203298","","",-0.710090746325,0.117521176384615,-3.64374436493574,0.00105353171310401,0.0680339857011471,-0.751049017747078
"16547","H45384","","",-0.604926460425,0.141908935615385,-3.64250016205211,0.00105701037101498,0.0680339857011471,-0.753893640151685
"16606","N45453","Hs.36958_BCAR","",0.48973710855,0.158433974884615,3.64090094867555,0.00106149802006429,0.0680339857011471,-0.757549500438894
"9110","H21441","Hs.31824","",-0.7894128316375,0.374968345923077,-3.64055211333385,0.00106247936823708,0.0680339857011471,-0.758346887503904
"5444","R19550","Hs.517478_CABIN","",0.4910759011875,-0.187655760423077,3.63914146238896,0.00106645684110344,0.0680339857011471,-0.761571199793252
"7295","","","--UNRESOLVE",1.3087884865,2.05150542538462,3.63832605349581,0.00106876257285076,0.0680339857011471,-0.763434803205715
"3826","AA203723","","",-0.6520280181875,-0.0624280696923077,-3.63544669816254,0.00107694339525197,0.0680339857011471,-0.770014526859786
"8907","AA028188","Hs.58617_ROCK","",-0.58988420265,-0.0188164547692308,-3.63504430590632,0.00107809151298725,0.0680339857011471,-0.770933924923617
"8385","BM835954","","",0.937602770375,-0.537107926769231,3.63181962054351,0.00108733539156658,0.0680339857011471,-0.778300685980601
"547","R86152","Hs.434948","",-0.5581935635,0.1222488774,-3.63997819060527,0.00110551856820287,0.0680339857011471,-0.78788815351542
"15514","W31098","Hs.513070_MESDC","",0.9364570930625,-0.0801725199615385,3.62636365048564,0.00110315134244909,0.0680339857011471,-0.790760332676073
"5360","W87279","Hs.290831","",-0.6841457758,-0.112419922807692,-3.62262038486642,0.00111413163749416,0.0680339857011471,-0.799305465100209
"8746","H38493","Hs.182859_FAIM","",1.028119908875,0.239771597692308,3.6220669091755,0.0011157641673873,0.0680339857011471,-0.800568714369871
"17451","W04808","Hs.530791","",0.997826161,0.220946427307692,3.62187414348531,0.00111633329440915,0.0680339857011471,-0.801008667825425
